Country;Charter type code;Organisation Name;Erasmus code;Street;Postcode;City
ES;EUCP;INSTITUTO DE EDUCACIÓN SECUNDARIA JUAN DE GARAY;E  VALENCI44;C/ JUAN DE GARAY 25;46017;VALENCIA
ES;EUCP;"INSTITUTO EDUCACION SECUNDARIA ""SERPIS""";E  VALENCI45;JOSE Mª HARO, 63;46022;VALENCIA
ES;EUCX;IES VICENTE BLASCO IBAÑEZ;E  VALENCI46;AVDA REINO DE VALENCIA;46005;VALENCIA
ES;EUCP;TEVIAN 2;E  VALENCI61;C/ISABEL LA CATÓLICA,9;46004;VALENCIA
ES;EUCP;IES EL CABANYAL;E  VALENCI63;CAMINO DEL CABANYAL 19;46022;VALENCIA
ES;EUCP;ESCUELAS SAN JOSE;E  VALENCI64;AVDA CORTES VALENCIANAS 1;46015;VALENCIA
ES;EUCP;ESCUELA PROFESIONAL XAVIER;E  VALENCI66;CALLE PINTOR LÓPEZ Nº 8;46003;VALENCIA
ES;EUCX;"CONSERVATORIO SUPERIOR DE MUSICA DE VALENCIA ""JOAQUIN RODRIGO""";E  VALENCI67;CAMI DE VERA, 29;46022;VALENCIA
ES;EUCX;INSTITUTO DE EDUCACIÓN SECUNDARIA EL GRAO;E  VALENCI68;ESCALANTE,9 ;46011;VALENCIA
ES;EUCX;CENTRE ESPECÍFIC D'EDUCACIÓ A DISTÀNCIA DE LA COMUNITAT VALENCIANA;E  VALENCI71;C/ CASA DE LA MISERICORDIA, 34;46014;VALENCIA
ES;EUCX;CENTRO DE FORMACIÓN PROFESIONAL XABEC;E  VALENCI72;C/ARQUITECTO RODRÍGUEZ, 54;46019;VALENCIA
ES;EUC;BARREIRA ARTE Y DISEÑO SL;E  VALENCI79;CALLE SAN JACINTO, 1 - 3;46008;VALENCIA
ES;EUCX;FUNDACIÓN DE LA COMUNIDAD VALENCIANA UNIVERSIDAD INTERNACIONAL DE VALENCIA;E  VALENCI78;CALLE GORGOS, 5-7;46760;VALENCIA
ES;EUCP;"INSTITUTO TÉCNICO PROFESIONAL (I.T.P) ""PAX""";E  VALENCI77;C/ ESPINOSA, 5;46008;VALENCIA
ES;EUCP;IES LA FONT DE SANT LLUÍS;E  VALENCI59;AVGDA. GERMANS MARISTAS, 25;46013;VALÈNCIA
ES;EUCP;IES LOUSTAU VALVERDE;E  CACERES05;AVD. DE LA DIPUTACIÓN S/N;10500;VALENCIA DE ALCÁNTARA ( CÁCERES )
FR;EUCX;ECOLE SUPÉRIEURE D'ART ET DE DESIGN DE VALENCIENNES;F  VALENCI15;132 avenue du faubourg de Cambrai;59300;Valenciennes
FR;EUCX;ISD - INSTITUT SUPERIEUR DE DESIGN;F  VALENCI14;10 avenue Henri Matisse;59301;Valenciennes cedex
FR;EUCP;LYCÉE HENRI WALLON;F  VALENCI03;16 PLACE DE LA R2PUBLIQUE - BP 435;59322;VALENCIENNES CEDEX
FR;EUCX;SUPINFOCOM;F  VALENCI17;10 AVENUE HENRI MATISSE - BP 90027;59301;VALENCIENNES CEDEX
FR;EUCX;SUPINFOGAME;F  VALENCI18;10 AVENUE HENRI MATISSE - BP 90027;59301;VALENCIENNES CEDEX
FR;EUCX;UNIVERSITE DE VALENCIENNES ET DU HAINAUT-CAMBRESIS;F  VALENCI01;Le Mont Houy;59313;VALENCIENNES CEDEX 9
ES;EUCX;UNIVERSIDAD DE VALLADOLID ;E  VALLADO01;Plaza de Sta. Cruz 8;47002;VALLADOLID
ES;EUCX;UNIVERSIDAD EUROPEA MIGUEL DE CERVANTES (UEMC);E  VALLADO03;C/ PADRE JULIO CHEVALIER,2;47012;VALLADOLID
ES;EUCX;"INSTITUTO DE EDUCACION SECUNDARIA ""JULIAN MARIAS""";E  VALLADO04;C/ EUSEBIO GONZÁLEZ SUÁREZ S/N;E 47014;VALLADOLID
ES;EUCP;IES NÚÑEZ DE ARCE;E  VALLADO05;PLAZA DE PONIENTE, S/N;47003;VALLADOLID
ES;EUCP;IES CONDESA EYLO ALFONSO;E  VALLADO06;VELAZQUEZ STREET;47007;VALLADOLID
ES;EUCP;INSTITUTO EDUCACION SECUNDARIA EMILIO FERRARI;E  VALLADO09;SEMENTERA, S/N;47009 ;VALLADOLID
ES;EUCX;ESCUELA DE ARTE Y SUPERIOR DE CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES DE VALLADOLID;E  VALLADO10;9, RUE A. ROYO VILLANOVA;47014 ;VALLADOLID
ES;EUCX;IES ZORRILLA;E  VALLADO11;S.PABLO 3;47011;VALLADOLID
ES;EUCP;I.E.S. ARCA REAL;E  VALLADO13;C/ GENERAL SHELLY 1;47013;VALLADOLID
ES;EUCP;CENTRO GREGORIO FERNANDEZ;E  VALLADO15;C/ GABILONDO, 23;47014;VALLADOLID
ES;EUCX;IES GALILEO;E  VALLADO16;CTA. VILLABAÑEZ S/N;47012;VALLADOLID
ES;EUCP;I. P. CRISTO REY;E  VALLADO17;GIJÓN AVENUE / Nº 17;47009;VALLADOLID
ES;EUCP;I.E.S. RIBERA DE CASTILLA;E  VALLADO18;STREET/ MIRABEL NR. 25;47010;VALLADOLID
ES;EUCP;IES LA MERCED;E  VALLADO19;LA MERCED 8;47002;VALLADOLID
ES;EUCP;IES. VEGA DEL PRADO;E  VALLADO20;PLAZA DE LA CEBADA 1;47014;VALLADOLID
ES;EUCP;CENTRO GRIAL;E  VALLADO21;RUIZ HERNÁNDEZ, 14;47002;VALLADOLID
ES;EUCX;ESCUELA SUPERIOR DE ARTE DRAMÁTICO DE CASTILLA Y LEÓN (ESADCYL). FUNDACIÓN ARCYL;E  VALLADO22;C. C. MIGUEL DELIBES. C/MONASTERIO NTRA. SRA. DE PRADO Nº2 ;47015;VALLADOLID
ES;EUCX;INSTITUTO DE ENSEÑANZA SECUNDARIA  RAMON Y CAJAL (I.E.S. RAMÓN Y CAJAL);E  VALLADO23;PASEO DE JUAN CARLOS I,22;47013;VALLADOLID
ES;EUCP;"CENTRO INTEGRADO DE FORMACIÓN PROFESIONAL ""JUAN DE HERRERA""";E  VALLADO24;AVENIDA DE SEGOVIA, 72;47013;VALLADOLID
ES;EUCP;ESCUELA SUPERIOR DE IMAGEN Y SONIDO ACEIMAR DE VALLADOLID;E  VALLADO27;CAMINO VIEJO DE SIMANCAS KM4;48008;VALLADOLID
ES;EUCP;TEMAT ESCUELA TECNICA;E  VALLADO28;DOCTOR BARRAQUER STREET-NO NUMBER;47011;VALLADOLID
ES;EUCP;CENTRO DIDÁCTICO;E  VALLADO29;C/ RECOLETAS 6;47006;VALLADOLID
ES;EUCP;IES DIEGO DE PRAVES;E  VALLADO30;ESCRIBANO, 9;47011;VALLADOLID
DE;EUCX;WHU - Otto Beisheim School of Management;D  KOBLENZ03;Burgplatz 2;56179;Vallendar
ES;EUCX;IES JAUME HUGUET;E  TARRAGO10;Creu de cames, s/n;43800;Valls
LV;EUCX;VIDZEMES AUGSTSKOLA;LV VALMIER01;Cesu iela 4;LV-4200;Valmiera
TR;EUCX;YÜZÜNCÜ YIL ÜNIVERSITESI;TR VAN01;YUZUNCU YIL UNIVERSITESI REKTORLUGU;65080;VAN
FR;EUCP;ECOLE D'INFIRMIERES PUERICULTRICES CHU NANCY;F  NANCY45;RUE DU MORVAN;54500;VANDOEUVRE LES NANCY
FR;EUCX;INSTITUT DE FORMATION EN SOINS INFIRMIERS DE BRABOIS NANCY;F  NANCY41;ALLÉE DU MORVAN;54511;VANDOEUVRE LES NANCY CEDEX
FR;EUCX;LTPP-ST-MICHEL-BOSSERVILLE;F  ART-S-M01;185, RUE ALAIN FOURNIER;54500;VANDOEUVRE-LÈS-NANCY
FR;EUCX;LYCÉE A. R. LESAGE;F  VANNES05;20 RUE WINSTON CHURCHILL;56017;VANNES
FR;EUCX;LYCÉE NOTRE-DAME LE MÉNIMUR;F  VANNES10;71 RUE DE METZ;56000;VANNES
FR;EUCX;LYCÉE SAINT-PAUL;F  VANNES06;12, ALLÉE GABRIEL DESHAYES - BP 558;56017;VANNES CEDEX
FR;EUCX;INSTITUT DE FORMATION EN SOINS INFIRMIERS VANNES;F  VANNES11;20 BOULEVARD GÉNÉRAL GUILLAUDOT, BOITE POSTALE 70 555;56 017;VANNES-CEDEX
FI;EUCX;LAUREA-AMMATTIKORKEAKOULU;SF VANTAA06;Ratatie 22;01300;Vantaa
FR;EUCP;LYCEE JULES SIEGFRIED;F  PARIS032;9 RUE RENE COCHE;92170;VANVES
HR;EUCX;VELEUČILIŠTE U VARAŽDINU;HR VARAZDI01;JURJA KRIŽANIĆA 33;42000;VARAŽDIN
IT;EUCX;UNIVERSITÀ DEGLI STUDI DELL'INSUBRIA;I  VARESE02;International Relations Office, via  Ravasi, 2;21100;Varese
BG;EUCX;IKONOMICHESKI UNIVERSITET - VARNA;BG VARNA04;77 Kniaz Boris I Blvd.;9002;VARNA
BG;EUCX;TEHNICHESKI UNIVERSITET - VARNA;BG VARNA02;1,STUDENTSKA STR. ;9010;VARNA
BG;EUCX;"VARNENSKI SVOBODEN UNIVERSITET ""CHERNORIZETS HRABAR""";BG VARNA01;k.k. Chaika;9007;VARNA
BG;EUCX;MEDITSINSKI UNIVERSITET - VARNA;BG VARNA03;Marin Drinov Str. No 55;9002;VARNA
BG;EUCX;"ВИСШЕ ВОЕННОМОРСКО УЧИЛИЩЕ ""Н. Й. ВАПЦАРОВ""";BG VARNA05;VASIL DRUMEV 73;9026;VARNA
PL;EUCX;WYŻSZA SZKOŁA TURYSTYKI I JĘZYKÓW OBCYCH W WARSZAWIE;PL WARSZAW72;AL. PRYMASA TYSIĄCLECIA 38 A;01-242 ;VARSOVIE
SE;EUCX;MÄLARDALENS HÖGSKOLA ;S  VASTERA01;Box 883;721 23;VÄSTERAS
FR;EUCP;LYCÉE DU PAYSAGE ET DE L'ENVIRONNEMENT FÉNELON;F  VAUJOUR01;1, RUE DE MONTAUBAN;93410;VAUJOURS
FR;EUC;ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE LYON ;F  LYON25;3 rue Maurice Audin, B.P. 170;69512;VAULX-EN-VELIN CEDEX
SE;EUCX;LINNÉUNIVERSITETET;S  VAXJO03;UNIVERSITETSPLATSEN 1;351 95;VÄXJÖ 
FR;EUCP;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE VAYRES;F  VAYRES02;BP4 LAGRON;33870;VAYRES
DE;EUCX;HOCHSCHULE VECHTA ;D  VECHTA02;Driverstrasse 22;49377;Vechta
ES;EUCX;IES SANTA LUCÍA;E  LAS-PAL21;AVENIDA LA UNIÓN, 97;35110;VECINDARIO
ES;EUCX;IES VEGA DE SAN MATEO;E  LAS-PAL07;CUATRO CAMINOS, S/N (LA LECHUCILLA);35320;VEGA DE SAN MATEO (LAS PALMAS) 
SI;EUCX;VISOKA SOLA ZA VARSTVO OKOLJA;SI CELJE06 ;Trg mladosti 2;3320;VELENJE
SI;EUCX;ŠOLSKI CENTER VELENJE;SI VELENJE01;TRG MLADOSTI 3;3320;VELENJE
HR;EUCX;VELEUCILISTE VELIKA GORICA;HR ZAGREB08;ZAGREBAČKA CESTA 5;10410;VELIKA GORICA
BG;EUC;NATZIONALEN VOENEN UNIVERSITET VASSIL LEVSKI;BG VELIKO02;Balgaria Boul. 76;5006 ;VELIKO TARNOVO
BG;EUCX;VELIKOTURNOVSKI UNIVERSITET SV. SV. KIRIL I METODII;BG VELIKO01;Teodosii Turnovski str. Nr. 2;5003;Veliko Turnovo
NL;EUCX;HOGESCHOOL VAN HALL LARENSTEIN;NL VELP05;P.O. BOX 9001;6880 GB;VELP
FR;EUCX;ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DE LOIR-ET-CHER;F  VENDOME01;Rue de la vallée du Loir - BP106 - AREINES;41106;VENDOME
IT;EUCX;UNIVERSITA' IUAV DI VENEZIA;I  VENEZIA02;CAMPO DELLA LANA 601 ;30135;VENEZIA
IT;EUCX;UNIVERSITÀ CA' FOSCARI DI VENEZIA;I  VENEZIA01;Dorsoduro 3246;30123;Venezia
IT;EUC;ACCADEMIA DI BELLE ARTI ;I  VENEZIA03;DORSODURO 423;30123;VENEZIA
FR;EUCX;LYCEE MARCEL SEMBAT VENISSIEUX FRANCE;F  VENISSI01;20 boulevard Marcel Sembat;69200;VÉNISSIEUX
ES;EUCP;I.E.S. RECESVINTO;E  PALENCI07;CTRA.TARIEGO,S/N;34200;VENTA DE BAÑOS (PALENCIA)
LV;EUCX;VENTSPILS AUGSTSKOLA;LV VENTSPI01;101a Inzhenieru Street;LV- 3601;Ventspils
ES;EUCP;IES ALYANUB;E  ALMERIA12;C/ MAYOR 58;04630;VERA (ALMERÍA)
IT;EUCX;"UNIVERSITA'  DEGLI STUDI DEL PIEMONTE ORIENTALE ""AMEDEO AVOGADRO""";I  VERCELL01;VIA DUOMO 6;13100;VERCELLI
FR;EUCP;"NOTRE-DAME ""LES OISEAUX""";F  VERNEUI01;106 GRANDE RUE;78480;VERNEUIL SUR SEINE
FR;EUCP;LYCEE DUMEZIL;F  VERNON03;ROUTE D'IVRY BP 909;27207;VERNON
IT;EUCX;UNIVERSITÀ DEGLI STUDI DI VERONA ;I  VERONA01;Via dell'Artigliere 8;37129;Verona
IT;EUCX;CONSERVATORIO DI MUSICA 'E.F. DALL'ABACO';I  VERONA02;Via Massalongo 2;37121;Verona
FR;EUCX;ECOLE NATIONALE SUPÉRIEURE D'ARCHITECTURE DE VERSAILLES;F  VERSAIL05;5, AVENUE DE SCEAUX;78000;VERSAILLES
FR;EUCX;ECOLE NATIONALE SUPERIEURE DE PAYSAGE DE VERSAILLES/MARSEILLE;F  VERSAIL03;10, rue du Marechal Joffre;78000;Versailles
FR;EUCX;ND GRANDCHAMP;F  VERSAIL09;97 rue Royale;78000;Versailles
FR;EUCX;GROUPE ISIPCA/CCIV;F  VERSAIL13;34/36 rue du Parc de Clagny;78000;Versailles
FR;EUCP;LYCEE MARIE CURIE;F  VERSAIL17;70 AVENUE DE PARIS;78000;VERSAILLES
FR;EUCX;EGC DE FRANCHE-COMTE;F  VESOUL06;27 avenue Aristide Briand;70000;VESOUL
FR;EUCP;LYCEE LES HABERGES;F  VESOUL08;1, RUE DOCTEUR JEAN GEORGES GIRARD BP 60435;70014;VESOUL
HU;EUCX;PANNON EGYETEM;HU VESZPRE01;EGYETEM U. 10.;8200;VESZPRÉM
HU;EUCX;VESZPREMI ERSEKI HITTUDOMANYI FOISKOLA;HU VESZPRE02;Jutasi ut 18/2;8200;VESZPRÉM
PT;EUCX;INSTITUTO POLITECNICO DE VIANA DO CASTELO;P  VIANA-D01;Praça General Barbosa - Apartado 51;4901-909 Viana do Castelo;Viana do Castelo
IT;EUCX;"CONSERVATORIO DI MUSICA ""F.TORREFRANCA"" VIBO VALENTIA";I  VIBO-VA01;via Corsea;89900;VIBO VALENTIA
DK;EUCX;ERHVERVSAKADEMI AARHUS;DK ARHUS26 ;SØNDERHØJ 30;8260;VIBY J
ES;EUCX;UNIVERSITAT DE VIC - FUNDACIO UNIVERSITARIA BALMES;E  VIC01;Sagrada Família 7;08500;Vic
ES;EUCX;EASD (ESCOLA D'ART I SUPERIOR DE DISSENY) DE VIC;E  VIC02;RAMBLA DE SANT DOMÈNEC, 24;08500;VIC
ES;EUCX;INSTITUT DE VIC;E  VIC03;AVINGUDA SANT BERNAT CALBÓ, 8;E-08500;VIC
FR;EUCX;EPLEFPA VIC EN BIGORRE FRANCE;F  TARBES09;11 BIS PROMENADE DES ACACIAS;65500;VIC-EN-BIGORRE
IT;EUCX;SCUOLA SUPERIORE MEDIATORI LINGUISTICI DI VICENZA;I  VICENZA02;Corso San Felice e Fortunato 50;36100;Vicenza
IT;EUC;ACCADEMIA DI BELLE ARTI G.B. CIGNAROLI  ;I  VERONA03;VIA G. MACCA' 32;36100;VICENZA
IT;EUCX;CONSERVATORIO DI MUSICA DI VICENZA;I  VICENZA03;Contrà San Domenico n. 33;36100;Vicenza
AT;EUCX;KONSERVATORIUM WIEN PRIVATUNIVERSITÄT;A  WIEN52;Johannesgasse 4a;1010;Vienna
AT;EUCX;MODUL UNIVERSITY VIENNA;A  WIEN66;AM KAHLENBERG 1;1190;VIENNA
AT;EUC;SIGMUND FREUD PRIVATUNIVERSITÄT;A  WIEN68;SCHNIRCHGASSE 9A;1030;VIENNA
AT;EUCX;FACHHOCHSCHUL-STUDIENGANGE BETRIEBS- UND FORSCHUNGSEINRICHTUNGEN DER WIENER WIRTSCHAFT GMBH;A  WIEN21;Waeringer Guertel 97;1180;Vienna 
ES;EUCX;"IES ""MANUEL GUTIERREZ ARAGON""";E  SANTAND18;Fernandez Vallejo 13;39315;VIERNOLES, CANTABRIA
ES;EUCX;UNIVERSIDADE DE VIGO ;E  VIGO01;Praza Miralles. Cidade Universitaria s/n;36310;Vigo
ES;EUCP;IES DE TEIS;E  VIGO02;AVD. DE GALICIA Nº 101;36216;VIGO
ES;EUCX;CONSERVATORIO SUPERIOR DE MUSICA DE VIGO;E  VIGO03;C/MANUEL OLIVIÉ, 23;36203;VIGO
ES;EUCX;CIFP VALENTIN PAZ ANDRADE;E  VIGO05;ESTRADA VELLA DE MADRID Nº160- MEIXOEIRO;36201;VIGO
ES;EUCP;CENTRO DE ESTUDIOS MAROTE;E  VIGO07;AVENIDA DEL PUENTE Nº80;36318;VIGO
ES;EUCX;I.E.S.POLITECNICO DE VIGO;E  VIGO06;RÚA TORRECEDEIRA, 88;36208;VIGO
ES;EUC;ESCUELA SUPERIOR DE ARTE DRAMÁTICO DE GALICIA;E  VIGO08;POZA DO CABALO Nº 1;36212;VIGO
ES;EUCP;COLEGIO DE FOMENTO MONTECASTELO;E  VIGO09;DOCTOR PAZ PARDO,84;36214;VIGO
ES;EUCP;CENTRO EDUCATIVO ALOYA;E  VIGO14;STREET/ COUTO, Nº 2;36203;VIGO
ES;EUCP;"CENTRO DE FORMACIÓN PROFESIONAL ""DANIEL CASTELAO""";E  VIGO15;GARCÍA BARBÓN, 48 BAIXO-INTERIOR;36201;VIGO
ES;EUCP;IES AUDIOVISUAL DE VIGO;E  VIGO13;EDUARDO CABELLO, S/N.;36208;VIGO
ES;EUCP;IES RICARDO MELLA;E  VIGO11;IGLESIA, 2, 2;36202;VIGO
ES;EUCP;COLEGIO SAN JOSÉ DE LA GUÍA;E  VIGO12;DOCTOR CORBAL STREET, NUMBER 25;36207;VIGO-PONTEVEDRA
PT;EUC;Escola Superior Gallaecia;P  VILANOV05;Largo das Oliveiras;4920-275;Vila Nova de Cerveira
PT;EUC;CONSERVATORIO SUPERIOR DE MUSICA DE GAIA;P  VILANOV06;Rua António Ferreira Gomes - Apartado 556;4400-112 Vila Nova de Gaia;Vila Nova de Gaia
PT;EUC;INSTITUTO SUPERIOR DE LINGUAS E ADMINISTRAÇAO DE VILA NOVA DE GAIA;P  VILANOV01;Rua Cabo Borges, 55;4430 - 032 Vila Nova de Gaia;Vila Nova de Gaia
PT;EUCX;INSTITUTO SUPERIOR POLITÉCNICO GAYA;P  VILANOV02;AVENIDA DOS DESCOBRIMENTOS, 333;4400-103 SANTA MARINHA;VILA NOVA DE GAIA
PT;EUCX;UNIVERSIDADE DE TRÁS-OS-MONTES E ALTO DOURO;P  VILA-RE01;Quinta de Prados;5001-801;Vila Real
FR;EUCP;LYCÉE POLYVALENT CLAUDE BERNARD;F  LYON90;234 RUE PHILIPPE HÉRON - BP 475;69665;VILEFRANCHE SUR SAÔNE CEDEX
ES;EUCP;IES SAN ANDRÉS ;E  LEON09;C/ AVDA DEL ROMERAL 125;24191;VILLABALTER
ES;EUCP;IES ENRIQUE DE ARFE;E  TOLEDO14;VISÓN,5 STREET;45860;VILLACAÑAS-TOLEDO
AT;EUCX;FACHHOCHSCHULE KAERNTEN GEMEINNUETZIGE PRIVATSTIFTUNG;A  SPITTAL01;Europastr. 4;9524;VILLACH / ST. MAGDALEN
ES;EUCP;IES MELENDEZ VALDES;E  BADAJOZ12;C/SAN IGANACIO S/N;06220;VILLAFRANCA DE LOS BARROS
ES;EUCX;UNIVERSIDAD 'ALFONSO X EL SABIO' ;E  MADRID17;Avda de la Universidad 1;28691;VILLANUEVA DE LA CAÑADA
ES;EUCP;INSTITUTO DE ENSEÑANZA SECUNDARIA PUERTA DE LA SERENA;E  BADAJOZ24;ANTONIO NEBRIJA, 8;06700;VILLANUEVA DE LA SERENA
ES;EUCP;IES PEDRO DE VALDIVIA;E  BADAJOZ29;AVENIDA DE CHILE, Nº23;06700;VILLANUEVA DE LA SERENA
ES;EUCX;IES MERINDADES DE CASTILLA;E  BURGOS03;EL SOTO s/n ;09550;VILLARCAYO (Burgos)
ES;EUCP; I.E.S. OCTAVIO CUARTERO;E  ALBACET07;AV. MENÉNDEZ PELAYO, S/N;02600;VILLARROBLEDO
ES;EUCP;IES CENTRO DE CAPACITACION AGRARIA;E  MADRID82;AVDA. DE LOS VIVEROS Nº 1;28670;VILLAVICIOSA DE ODON (MADRID)
ES;EUCX;UNIVERSIDAD EUROPEA DE MADRID ;E  MADRID18;C/ Tajo, sin número;28670;VILLAVICIOSA DE ODÓN, MADRID
FR;EUCX;LYCEE DES METIERS DE L'AUDIOVISUEL ET DU DESIGN : LEONARD DE VINCI;F  VILLEFO01;BD DE VILLEFONTAINE - BP 29;38091;VILLEFONTAINE CEDEX
FR;EUCX;LYCEE BEAUREGARD;F  VILLEFR04;COTE MAS DE BONNET;12200;VILLEFRANCHE DE ROUERGUE
FR;EUCX;LYCEE - INSTITUT FRANÇOIS MARTY;F  VILLEFR05;MONTEILS;12200;VILLEFRANCHE DE ROUERGUE
FR;EUCX;ECOLE FRANCAISE D'ELECTRONIQUE ET D'INFORMATIQUE;F  PARIS066;30-32, de la République;94800;VILLEJUIF
FR;EUCX;"INSTITUT SUPÉRIEUR DES BIOTECHNOLOGIES DE PARIS ISBP ""SUP'BIOTECH""";F  PARIS403;66 RUE GUY MOQUET;94800;VILLEJUIF
ES;EUCP;INSTITUTO DE ENSEÑANZA SECUNDARIA ANTONIO NAVARRO SANTAFÉ;E  ALICANT29;C) SAN BENITO, S/N.;03400;VILLENA
ES;EUCP;IES Nº 3 VILLENA;E  ALICANT20;AMBROSIO COTES S/N;03400;VILLENA (ALICANTE)
FR;EUCX;INSTITUT DES SCIENCES DE LA NATURE ET DE L'AGROALIMENTAIRE DE BORDEAUX;F  VILLENA01;7 Rue Saint Jean - BP 80;33883;Villenave d'Ornon Cedex
FR;EUCX;IUFM DU NORD / PAS-DE-CALAIS;F  LILLE19;365 bis rue Jules Guesde;59658;VILLENEUVE D'ASCQ
FR;EUCX;ECOLE CENTRALE DE LILLE ;F  LILLE14;BFI   EC LILLE  Boulevard Paul Langevin BP 48;59651 ;VILLENEUVE D'ASCQ
FR;EUCX;UNIVERSITE CHARLES DE GAULLE - LILLE 3;F  LILLE03;rue du Barreau - BP 60149;59653;VILLENEUVE D'ASCQ
FR;EUCX;ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE ET DE PAYSAGE DE LILLE;F  LILLE25;2 rue verte;59650;VILLENEUVE D'ASCQ
FR;EUCX;UNIVERSITÉ LILLE 1 - SCIENCES ET TECHNOLOGIES;F  LILLE01;Batiment A3;59655;VILLENEUVE D'ASCQ
FR;EUCX;ECOLE NATIONALE SUPERIEURE DE CHIMIE DE LILLE;F  LILLE13;BP 90108 - BT C7 CITE SCIENTIFIQUE;59652;Villeneuve d'Ascq cedex
FR;EUCP;LYCEE POLYVALENT REGIONAL STANISLAS;F  VILLERS02;468 RUE DE VANDOEUVRE;54600;VILLERS-LES-NANCY
FR;EUCX;UNIVERSITE PARIS 13 - PARIS NORD ;F  PARIS013;99, avenue Jean-Baptiste Clément;93430;VILLETANEUSE
FR;EUCX;INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON;F  LYON12;20. Avenue ALBERT EINSTEIN;69621;VILLEURBANNE
FR;EUCX;ECOLE SUPÉRIEURE DE CHIMIE PHYSIQUE ELECTRONIQUE DE LYON;F  LYON15;43, boulevard du 11 Novembre 1918, BP 2077;69616;Villeurbanne cedex
FR;EUCX;UNIVERSITE CLAUDE BERNARD - LYON 1;F  LYON01;Maison de l'Université - 43, boulevard du 11 novembre 1918;69622;VILLEURBANNE CEDEX
FR;EUCX;ECOLE NATIONALE SUPÉRIEURE EN SCIENCES DE L'INFORMATION ET DES BIBLIOTHÈQUES;F  LYON21;17-21 Boulevard du 11 novembre 1918;69 623;Villeurbanne Cedex
DE;EUCX;DUALE HOCHSCHULE BADEN-WÜRTTEMBERG VILLINGEN-SCHWENNINGEN;D  VILLING02;Friedrich-Ebert-Str. 30;78054 ;Villingen-Schwenningen
LT;EUCX;LIETUVOS EDUKOLOGIJOS UNIVERSITETAS ;LT VILNIUS04;Studentu St. 39;LT-08106;VILNIUS
LT;EUCX;VILNIAUS KOLEGIJA;LT VILNIUS10;J. Jasinskio Str. 15;01111;Vilnius
LT;EUCX;VILNIAUS UNIVERSITETAS;LT VILNIUS01;Universiteto str. 3;LT 01513;VILNIUS
LT;EUCX;LIETUVOS MUZIKOS IR TEATRO AKADEMIJA;LT VILNIUS05;Gedimino pr 42;LT-01110 ;VILNIUS
LT;EUCX;VILNIAUS GEDIMINO TECHNIKOS UNIVERSITETAS;LT VILNIUS02;Sauletekio al.;LT 10223;Vilnius
LT;EUCX;MYKOLAS ROMERIS UNIVERSITY;LT VILNIUS06;Ateities st. 20;LT-08303;Vilnius
LT;EUCX;VILNIAUS DAILES AKADEMIJA;LT VILNIUS03;MAIRONIO G. 6;01124;VILNIUS
LT;EUCX;VILNIAUS KOOPERACIJOS KOLEGIJA;LT VILNIUS11;KONSTITUCIJOS AV. 11;LT-09308;VILNIUS
LT;EUCX;VERSLO IR VADYBOS AKADEMIJA;LT VILNIUS12;JONO BASANAVICIAUS 29A;03109;VILNIUS
LT;EUCX;VILNIAUS VERSLO KOLEGIJA;LT VILNIUS08;Kalvariju str., 125;08221;Vilnius
LT;EUCX;VILNIAUS TECHNOLOGIJU IR DIZAINO KOLEGIKA;LT VILNIUS14;ANTAKALNIO 54;2340488;VILNIUS
LT;EUC;GENEROLO JONO ZEMAICIO LIETUVOS KARO AKADEMIJA;LT VILNIUS16;Silo 5A;LT 10322;Vilnius
LT;EUCX;INTERNATIONAL BUSINESS SCHOOL AT VILNIUS UNIVERSITY;LT VILNIUS19;Sauletekio ave. 22;LT-10225;Vilnius
LT;EUC;EUROPOS HUMANITARINIS UNIVERSITETAS;LT VILNIUS20;Tauro g. 12;01114;VILNIUS
LT;EUCX;VILNIAUS DIZAINO KOLEGIJA;LT VILNIUS23;KAUNO G. 34;03202;VILNIUS
LT;EUC;KAZIMIERO SIMONAVICIAUS UNIVERSITETAS UAB;LT VILNIUS24;KAUNO STR. 34;03202;VILNIUS
LT;EUCX;TARPTAUTINE TEISES IR VERSLO AUKSTOJI MOKYKLA;LT VILNIUS15;LAISVĖS PR. 58;LT 05120;VILNIUS 
FR;EUCX;LPP LE REBOURS;F  PARIS385;60 AVENUE DES MINIMES ;94300;VINCENNES
SE;EUCX;HÖGSKOLAN PA GOTLAND;S  VISBY01;Cramérgatan 3;SE-62167;Visby
PT;EUCX;INSTITUTO SUPERIOR POLITÉCNICO DE VISEU;P  VISEU01;Av.José Maria Vale de Andrade, Campus Politecnico Viseu;3504-510;Viseu
IT;EUCX;UNIVERSITÀ DEGLI STUDI DELLA TUSCIA;I  VITERBO01;VIA SANTA MARIA IN GRADI 4;01100;VITERBO
IT;EUCX;"ACCADEMIA DI BELLE ARTI ""LORENZO DA VITERBO""";I  VITERBO02;Via Col Moschin, 17;01100;Viterbo
